	android.permission.BLUETOOTH_ADVERTISE	com.bdroid.audiomediaconverter.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	android.permission.RUN_USER_INITIATED_JOBS	com.instagram.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.MrXnxVip.global.permission.C2D_MESSAGE	android.permission.DISABLE_KEYGUARD	android.permission.ACCESS_ADSERVICES_AD_ID	android.permission.FOREGROUND_SERVICE_PHONE_CALL	android.permission.CHANGE_WIFI_MULTICAST_STATE	com.hilton.android.hhonors.permission.C2D_MESSAGE	android.permission.ANSWER_PHONE_CALLS	com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.CAPTURE_VIDEO_OUTPUT	com.netflix.partner.activation.permission.CHANNEL_ID	android.permission.CHANGE_NETWORK_STATE	android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS	android.permission.PACKAGE_USAGE_STATS	android.permission.MANAGE_DOCUMENTS	com.instagram.direct.permission.PROTECTED_DEEPLINKING	android.permission.READ_EXTERNAL_STORAGE	android.permission.ACCESS_NOTIFICATION_POLICY	android.permission.SCHEDULE_EXACT_ALARM	com.netflix.mediaclient.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	ru.ok.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	android.permission.READ_SYNC_STATS	android.permission.INTERNET	android.permission.BROADCAST_STICKY	com.lydia.route.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.twitter.android.permission.RESTRICTED	com.android.launcher.permission.UNINSTALL_SHORTCUT	android.permission.READ_BASIC_PHONE_STATE	android.permission.FOREGROUND_SERVICE_MEDIA_PROJECTION	com.shazam.android.permission.SHARE	android.permission.USE_FULL_SCREEN_INTENT	com.ppjlmwis.mwoyklts.permission.C2D_MESSAGE	android.permission.ACCESS_GPS	com.hilton.android.hhonors.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	android.permission.WRITE_SECURE_SETTINGS	android.permission.SET_WALLPAPER	com.google.android.providers.gsf.permission.READ_GSERVICES	com.majeur.launcher.permission.UPDATE_BADGE	android.permission.READ_PHONE_NUMBERS	com.android.launcher.permission.INSTALL_SHORTCUT	android.permission.READ_APP_BADGE	android.permission.INSTALL_SHORTCUT	com.android.vending.CHECK_LICENSE	android.permission.SHOW_ON_LOCK_SCREEN	android.permission.HIGH_SAMPLING_RATE_SENSORS	android.permission.ACCESS_COARSE_LOCATION	com.google.android.gms.permission.AD_ID_NOTIFICATION	android.permission.READ_CALL_LOG	com.instagram.android.permission.CROSS_PROCESS_BROADCAST_MANAGER	android.permission.VIBRATE	android.permission.CHANGE_CONFIGURATION	com.huawei.android.launcher.permission.WRITE_SETTINGS	com.facebook.katana.provider.ACCESS	com.htc.launcher.permission.READ_SETTINGS	com.whatsapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	com.whatsapp.permission.MAPS_RECEIVE	com.sonyericsson.home.permission.BROADCAST_BADGE	android.permission.WRITE_SETTINGS	com.instagram.direct.permission.DIRECT_APP_THREAD_STORE_SERVICE	com.amazon.device.messaging.permission.RECEIVE	android.permission.QUERY_ALL_PACKAGES	android.provider.Telephony.SMS_RECEIVED	com.anddoes.launcher.permission.UPDATE_COUNT	com.whatsapp.permission.REGISTRATION	android.permission.BIND_DEVICE_ADMIN	android.permission.MANAGE_ACCOUNTS	android.permission.RECEIVE_SMS	android.permission.READ_MEDIA_AUDIO	android.permission.RECORD_AUDIO	android.permission.GET_PACKAGE_SIZE	android.permission.DOWNLOAD_WITHOUT_NOTIFICATION	com.htc.launcher.permission.UPDATE_SHORTCUT	com.sonymobile.home.permission.PROVIDER_INSERT_BADGE	android.permission.POST_NOTIFICATIONS	com.starbucks.mobilecard.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	android.permission.FOREGROUND_SERVICE_MEDIA_PLAYBACK	com.MrXnxVip.global.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	android.permission.ACCESS_ADSERVICES_TOPICS	android.permission.SEND_SMS	android.permission.WRITE_CONTACTS	android.permission.BLUETOOTH_CONNECT	me.everything.badger.permission.BADGE_COUNT_READ	com.instagram.android..permission.RECEIVE_ADM_MESSAGE	Madsal.com.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	android.permission.READ_CALENDAR	com.drnull.v3.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	android.permission.CAMERA	com.sec.android.provider.badge.permission.READ	com.huawei.android.launcher.permission.READ_SETTINGS	android.permission.WRITE_CALENDAR	android.permission.ACCESS_LOCATION	android.permission.NFC	android.permission.USE_FINGERPRINT	android.permission.READ_PROFILE	me.everything.badger.permission.BADGE_COUNT_WRITE	com.amazon.permission.SET_FLAG_NOSOFTKEYS	com.android.vending.BILLING	android.permission.WRITE_PROFILE	android.permission.ACCESS_FINE_LOCATION	com.twitter.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	android.permission.READ_LOGS	com.oppo.launcher.permission.READ_SETTINGS	android.permission.FOREGROUND_SERVICE_LOCATION	android.permission.BLUETOOTH_ADMIN	android.permission.AUTHENTICATE_ACCOUNTS	android.permission.READ_MEDIA_VISUAL_USER_SELECTED	android.permission.MEDIA_PROJECTION	com.google.android.c2dm.permission.SEND	com.sec.android.provider.badge.permission.WRITE	com.whatsapp.sticker.READ	android.permission.ACCESS_WIFI_STATE	com.ralcopto.kpzxpnih.permission.C2D_MESSAGE	com.facebook.services.identity.FEO2	android.permission.WAKE_LOCK	android.permission.MANAGE_OWN_CALLS	android.permission.MODIFY_AUDIO_SETTINGS	android.permission.WRITE_SYNC_SETTINGS	android.permission.GET_TASKS	android.permission.FOREGROUND_SERVICE_MICROPHONE	android.permission.RECEIVE_BOOT_COMPLETED	android.permission.REQUEST_INSTALL_PACKAGES	android.permission.REORDER_TASKS	vip.app.com.permission.C2D_MESSAGE	android.permission.READ_MEDIA_VIDEO	com.lydia.route.permission.C2D_MESSAGE	android.permission.START_FOREGROUND_SERVICES_FROM_BACKGROUND	android.permission.ACCESS_NETWORK_STATE	android.permission.BLUETOOTH_SCAN	android.permission.FOREGROUND_SERVICE_CONNECTED_DEVICE	com.google.android.youtube.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	android.permission.SYSTEM_ALERT_WINDOW	com.oppo.launcher.permission.WRITE_SETTINGS	com.whatsapp.permission.BROADCAST	android.permission.ACCESS_SUPERUSER	com.starbucks.mobilecard.permission.ACCESS_PERMISSION	android.permission.USE_CREDENTIALS	com.huawei.android.launcher.permission.CHANGE_BADGE	com.applovin.array.apphub.permission.BIND_APPHUB_SERVICE	android.permission.FLASHLIGHT	Madsal.com.permission.C2D_MESSAGE	android.permission.FOREGROUND_SERVICE	android.permission.BATTERY_STATS	com.google.android.youtube.permission.C2D_MESSAGE	android.permission.BLUETOOTH	vip.app.com.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	android.permission.READ_PHONE_STATE	android.permission.ACCESS_ADSERVICES_ATTRIBUTION	com.google.android.c2dm.permission.RECEIVE	android.permission.DETECT_SCREEN_CAPTURE	android.permission.WRITE_EXTERNAL_STORAGE	android.permission.ACCESS_MEDIA_LOCATION	com.google.android.gms.permission.AD_ID	android.permission.NEARBY_WIFI_DEVICES	android.permission.READ_MEDIA_IMAGES	android.permission.SDCARD_WRITE	android.permission.PROCESS_OUTGOING_CALLS	android.permission.USES_POLICY_WIPE_DATA	com.rgrqqsaj.qdiugyrv.permission.C2D_MESSAGE	android.permission.FOREGROUND_SERVICE_CAMERA	android.permission.GET_ACCOUNTS	android.permission.CALL_PHONE	android.permission.USE_BIOMETRIC	android.permission.READ_CONTACTS	android.permission.CHANGE_WIFI_STATE	com.netflix.nfgsdk.permission.ngpstore	android.permission.READ_SMS	android.permission.READ_SYNC_SETTINGS	android.permission.FOREGROUND_SERVICE_DATA_SYNC	android.permission.BROADCAST_CLOSE_SYSTEM_DIALOGS	class
8cdd4447b9086f73166315e753f9965088e948a9f94eb4c8610c79b1fa884df9	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfd553b7553a57a32b28a0c8e258f0be2cb8e27f634340d3442a35490cbf26fd	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
5d764509754bd4ea0c3ebed94f6d9e54ff909d79ed6aedf4af5efed113ee22f0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0
205403c7cd86806d7136663b0a394b0b451347805b6797e2edcf5eb4712c7a4c	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
fb5fccf32b2bf3c54361f4e0faf9cd1b5b0952564e74ba44bbb5d484abbc755b	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4435324f0629544ecbe7aea9bd6e2164f134321a4d93dc536dbf42ba4d0bb104	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
c2bfd11c74aaf7c2e0b73b5ecbe868edf5a87cc7759d8fcd1dcf60c90b8af91f	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0
201f973e18ff275a4f1262ec4f9bd4c66c82a6ead4dafdd57886950284fcdcd1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0
1ace7904cf2d7ef042bee2e3c1ccda53d29e1868c27256fb3903d32b8384935a	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0
a1fe91725e3df3df456249706652d43fb0b358648e3a86414ef9986944d65210	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0
